name,availabilityVendorId,ordersVendorId
"Dr/ Suhaila Alaa Noufal Pharmacy, Al Gomhorya Street",783770,63905
"Dr/ Mohamed Nabil Pharmacy, Nasr City - Hay 10",729145,41992
"Dr/ Maged Pharmacy, Nasr City - El Tayaran",725928,40205
"Dr/ Ahmed Salah Pharmacy, 6th of October - 1st District",780085,63512
"Dr.Seyada Reda Pharmacies, San Stefano",746346,51944
"Dr.Roqaia Mahmoud Pharmacy, El Sheikh Zayed - El Hay 12",787200,64364
"Dr.omima Mohamed Pharmacy, Zahraa El Maadi - Street 50",719110,33365
"Dr.Mohamed saad shalata pharmacy, Sidi Besher Bahary",751015,56465
"DR.LOTFY ALI PHARMACY, Al Manial",771630,61509
"Dr.Hossam Pharmacy, Zahraa El Maadi - Ebad El Rahman",778387,63204
"Dr.Heba Pharmacy, El Sheikh Zayed - Beverly Hills",755451,59106
"Dr.Amr Ahmed Masoud Pharmacy, Semouha - Modereyt El Amn El Gadeda",788864,64797
"Dr.Ahmed el-ezaby pharmacy,Tagammoa 1 - El Nakhil",726722,40631
"Dr.Ahmed el-ezaby pharmacy, Helwan",726709,40630
"Dr. Yousra Abdel Azeem Pharmacies, New Semouha",721635,36731
"Dr. Wael Abdelmonem Pharmacy, Sidi Besher Qebly",765342,60785
"Dr. Tuqa Al-Omari Pharmacy, 6th of October - El Fardous",758321,59937
"Dr. Soha Pharmacies, Faisal - El Ta'awon",780087,63459
"Dr. Soha Pharmacies, 6th of October - 2nd Distric",780393,63514
"Dr. Shaimaa Abdel Ma`aboud Pharmacies, Madinet El Salam",737970,46616
"Dr. Sarah Sami Pharmacy, El Shorouk - 8th District",758292,60046
"Dr. Samer Pharmacy, Zamalek - Mohamed Mazhar",717880,31947
"Dr. Saad Pharmacy, Hay El Gama'a",721970,36863
"Dr. Ramy Tawfik Pharmacies,Tagammoa 5 - Hay 2",722792,37227
"Dr. Ramy Tawfik Pharmacies, New Maadi - El Nadi El Gedid",722799,37429
"Dr. Ramy Tawfik Pharmacies, El Rehab City 1",723135,37327
"Dr. Ramy Mohamed Reda El Mowafy Pharmacy, Toreel",711581,27229
"Dr. Osama Aly Pharmacy, Mokattam - Masaken Al Zelzal",790081,65117
"Dr. Omar Pharmacy, 6th of October - 3rd District",788666,64668
"Dr. Nada Nabil Pharmacy, 6th of October - 1st District",772108,61544
"Dr. Nabil El-Tarshouby Pharmacies, Mostashfa El Sadr Area",764189,60708
"Dr. Nabil Eltarshouby Pharmacies, Moheb",764191,60704
"Dr. Nabil Eltarshouby Pharmacies, Madinaty - Work Shops",764192,60703
"Dr. Nabil Eltarshouby Pharmacies, Madinaty - Buildings Area (B3)",764193,60702
"Dr. Nabil Eltarshouby Pharmacies, Ezbet El Shal",764048,60706
"Dr. Nabil El-Tarshouby Pharmacies, El Morashaha",764190,60701
"Dr. Mohamed Mamdouh Pharmacy, Nasr City - Hay 10",752304,57159
"Dr. Mohamed Khaled, Zahraa El Maadi - El Me'arag El Ouloy",768410,61141
"Dr. Mohamed El-Zayat Pharmacy, Nasr City - Hay 10",767802,61087
"Dr. Mohamed Abdulhafez Haredy Pharmacy, El Sheikh Zayed - El Hay 12 -2",760800,60362
"Dr. Masoud Sobhy Pharmacies, Moharam Bek - Green",767086,61031
"Dr. Ibram pharmacies, Helmyat El zaitoun metro station",610624,58379
"Dr. Haitham Nounou Pharmacy,Lauran",745852,51451
"Dr. Haitham Nounou Pharmacy, Lauran",745551,51450
"Dr. Haitham Nounou Pharmacy,  Lauran",745851,51449
"Dr. Habeba Mehana Pharmacy, Nasr City - Abbas El Akkad",754432,59448
"Dr. Eslam Gomaa Pharmacy, El Sheikh Zayed - El Hay 13",771628,61475
"Dr. Bassem Pharmacy, Zamalek - Abo El Feda",717882,31950
"Dr. Amr Elmahdy Pharmacy, Mandara",780226,63480
"Dr. Ahmed Yahya Pharmacy, El Sheikh Zayed - El Hay 12",751838,57294
"Dr. Ahmed Yahya Pharmacy, 6th of October - El Hay El Motamyez",751832,57339
"Dr. Ahmed Yahya Pharmacy, 6th of October - El Fardous",778341,63360
"Dr. Ahmed Yahya Pharmacy, 6th of October - El Bashayer",751833,57340
"Dr. Ahmed Yahya Pharmacy, 6th of October - Beta Gardens",751421,57293
"Dr. Ahmed Yahya Pharmacy, 6th of October - 7th District",778340,63431
"Dr. Ahmed Yahya Pharmacy, 6th of October - 2nd District",751835,57338
"DR. Ahmed Salah Pharmacy, Tagammoa 5 - South Investors",726969,40632
"Dr. Ahmed Pharmacy,Al Manial",717552,31915
"Dr. Ahmed Pharmacy, Al Manial",717472,31916
"Dr. Ahmed Maher Pharmacy, 6th of October - El Montzah",775671,62108
"Dr. Ahmed Maher Pharmacy, 6th of October - 1st District",781080,63601
"Dr Wissam Pharmacy, 6th of October - 4th District",746872,52472
"Dr Wells Pharmacy, Tagammoa 5 - AUC",761462,60397
"Dr Wells Pharmacy, New Nozha",761461,60396
"Dr Wells Pharmacy, El Obour - El Hay 2",764155,60777
"Dr Wells Pharmacy, El Obour - El Hay 1",761230,60416
"Dr Samy Helal Pharmacy, El Zaitoun - Al Sharqeya",765328,60786
"Dr Sally Salah El Din Pharmacy, Masaken Sheraton - Saqr Qorish-Sheraton",737782,46622
"Dr Sahar Eldeeb Pharamcy, Moharam Bek - El Rasafa",783506,63846
"Dr Nirmeen Attia Pharmacy, Gadila & Toreel",734318,44370
"Dr Nihal Fareed Pharmacy, Downtown - Ard Ya'qoub",787640,64848
"Dr Mohammed Pharmacy, Giza - Giza Square",780908,63581
"Dr Mohamed Sayed Pharmacy, Mokattam - El Hadba El Wosta",772843,61648
"DR MOHAMED ELGHAZAWY PHARMACY, 1st District",786889,64424
"Dr May Pharmacy, 6th of October - 8th District",744214,50642
"Dr Marwa Darwish Pharmacies, Mokattam - Easy Sport Club",785712,64023
"DR Mahmoud Saad Pharmacy, Zahraa El Maadi - Street 50",780456,63493
"Dr Mahmoud Saad Pharmacy, Heliopolis - Korba",778404,63309
"Dr Mahmoud Farid Pharmacy, Haram - Mash'aal",740558,48418
"Dr Mahmoud Farid Pharmacy, Hadayek El Ahram - Area ك",753046,58083
"DR Maha Pharmacy, Giza - Mourad",722676,36962
"DR Maha Pharmacy, El Sheikh Zayed - Beverly Hills",722449,37162
"DR Maha Pharmacy, Dokki - Mosaddak",722675,36929
"Dr Maged Pharmacy, San Stefano",778475,63339
"Dr Kamel Pharmacies, Asafra",769116,61591
"Dr Heba El-Tarshouby Pharmacy, El Magzar",777846,63058
"Dr Hatem Mohamed Hassan Pharmacy, Helwan",718356,32415
"Dr Enas Pharmacy, El Sheikh Zayed - Beverly Hills",694755,19080
"Dr Eman Darwish Pharmacy, Heliopolis - Hegaz Square",758941,60135
"Dr Dalia Ahmed Pharmacy, Hadayek El Ahram - Area J",755845,59444
"Dr Basma Pharmacy, Al Dahar",769085,61244
"DR AYMAN SALH, Hadaiq Al Qubbah - El Khassah",773049,61715
"Dr Awad Pharmacy, El Shorouk - 2nd District",751860,56894
"Dr Anwar Pharmacy, Heliopolis - Korba",736037,45617
"Dr Amir El Najar Pharmacy, Wadi El Nile",753098,58643
"Dr Alaa Khalil Pharmacy, Masaken Sheraton - Acamdeya Bahria",745703,52018
"Dr Ahmed Sabry Pharmacy, Sidi Gaber",778512,63344
"Dr Ahmed Dessouky Pharmacy, Port Fuad",780562,63778
"Dr Afaf Samak Pharmacy,El Gaish",718545,32844
"Doss Pharmacy, Heliopolis - El Horreya",748435,54401
"Doss Pharmacy, El Zaitoun - Hmamat El Qoba",780720,63631
"Doss Pharmacy, Dar Masr Koronfel",781296,63630
"Doss Pharmacies, Tagammoa 5 - Diplomates",682957,47392
"Doss Pharmacies, Tagammoa 5 - 90 St. Companies - 2",682899,47393
"Doss Pharmacies, Tagammoa 1 - Eskan El Shabab",770330,61385
"Doss Pharmacies, Nasr City - Omarat El Tawfiq",744916,50921
"Doss Pharmacies, Nasr City - Makram Ebeid",682953,48092
"Doss Pharmacies, Masaken Sheraton - Saqr Qorish-Sheraton",682958,48419
"Doss Pharmacies, Heliopolis - Mahkama Square",682961,47390
"Doss Pharmacies, Heliopolis - Hegaz Square",682962,48743
"Doss Pharmacies, Hadaiq Al Qubbah - El Khassah",682955,48420
"Doss Pharmacies, El Zaitoun - Al Sharqeya",682956,48957
"Doss Pharmacies, El Zaitoun -  Al Sharqeya",682959,48652
"Doss Pharmacies, El Rehab City 2",682960,54400
"Doss Pharmacies, El Daher",682954,47351
"Dolphin, Helwan",787810,64428
"Dokkan El Hay, Corniche El Nile",788057,64628
"Dogzone, Tagammoa 5 - Hay 1",633800,59705
"Dogzone, El Rehab City 2",751413,57334
"DOGZONE, El Obour - El Hay 5",769796,62291
"Dogzone, Ard El Golf",754663,58553
"Doctor Mohamed Hassan Pharmacy, 6th of October - El Fardous",754969,59006
Doctor M Pharmacy. Madinaty - Buildings Area (B11),750291,56201
"Doctor M Pharmacy, West Mark, 6th Of October",697814,19967
"Doctor M Pharmacy, Tagammoa 5 - Sodic",759008,60225
"Doctor M Pharmacy, Tagammoa 5 - Hay 5",726532,40636
"Doctor M Pharmacy, Tagammoa 5 - Hay 5",778713,63425
"Doctor M Pharmacy, Tagammoa 5 - El Showifat",703114,20029
"Doctor M Pharmacy, Tagammoa 5 - Diplomates",725821,40202
"Doctor M Pharmacy, Tagammoa 5 - Banafseg 1,2,3,4",735970,45410
"Doctor M Pharmacy, Tagammoa 1 - Mirage City 2",726533,41393
"Doctor M Pharmacy, SeaShell Village",710205,43662
"Doctor M Pharmacy, Pyramids Gardens",697823,19963
"Doctor M Pharmacy, New Maadi - Saqr Korish",737324,47263
"Doctor M Pharmacy, Nasr City2",697816,19960
"Doctor M Pharmacy, Mokattam - Al Asmarat",725822,40201
"Doctor M Pharmacy, Mokattam - Al Asmarat",771962,61584
"Doctor M Pharmacy, Madinaty - Green Belt",741545,48690
"Doctor M Pharmacy, Hyde park new cairo",697681,19968
"Doctor M Pharmacy, Hacienda White",710197,43663
"Doctor M Pharmacy, Haceinda Red",735976,45411
"Doctor M Pharmacy, Giza, faisal",697825,19970
"Doctor M Pharmacy, Giza, el fardous",697824,19964
"Doctor M Pharmacy, ElAgouza",697912,19966
"Doctor M Pharmacy, El Seyouf",697422,19961
"Doctor M Pharmacy, Almazah Bay",710201,43661
"Doctor M Pharmacy, Almazah , Ismailia Square",697812,19962
"Doctor M Pharmacy, 6th of October - Palm Hills",697813,19965
"Diyar Market, Madinaty - Work Shops",784806,63948
"Disha Market, El Bahr St",707053,21767
"Discount Supermarket, Halaket El Kotn Souq El Seba'ey",708871,22970
"Dina El Zokm, Nasr City - Zahraa",755891,59443
"Demian Pharmacies, Heliopolis - Hegaz Square",772260,61545
"Demian Pharmacies ,El Zaitoun - Al Sharqeya",772461,61724
"Degla fruts, New Maadi - Degla",778683,63202
"Day2Night, El Nady Street",778173,63110
"Dawak Pharmacy, Saad Zaghloul",787475,64487
"Dawaa Pharmacies Dr/ John Samuel, Nasr City - Mostafa El Nahaas",773048,61646
"Dandy Market, El Rehab City 1",769655,61281
"Dahab pets center, Tagammoa 5 - Hay 1",771094,61429
"cure Pharmacy, El Shorouk - 8th District",770957,61358
"Cure Pharmacies, El Mamshah El Saiahy",747440,55904
"Cure Pharmacies, Arabia area",747482,55905
"Cure Pharma, Zagazig University",774048,61757
"Cure Life Pharmacy, Masaken Sheraton - Fairmont Heliopolis",760746,60378
"Cuddles, Zahraa El Maadi - Ebad El Rahman",682898,64541
"CRYSTAL PHARMACY, Heliopolis - Ismailia Square",783404,63788
"Crazy Cat, Ezbet El Shal",777098,62860
"Cova Mart, 6th of October - El Hay El Motamyez",773687,61733
"Cova Mart, 6th of October - 7th District",731936,43009
"City Markets, El Shorouk - Eskan Al A'leat",746780,52539
"CIRCLE K,Mandara Qebly",516550,15756
"CIRCLE K,Glim",516557,15755
"Circle K, Zayed",516573,15753
"Circle K, Vodafone 2",516560,15749
"Circle K, Vodafone 1",516569,15750
"Circle K, Sodic Strip",516567,15754
"Circle K, Sodic Hub",516553,15752
"Circle K, Shatby",516548,15751
"CIRCLE K, Roshdy",516571,15747
"Circle K, Portsaid",516544,15742
"Circle K, Mehwar 26",516572,15744
"Circle K, Heliopolis - El Sabaa Omarat",618679,15745
"Circle K, Galaa 1",618680,15746
"Circle K, Dunes",652292,15743
"Circle K, City Scape",516542,15748
"Circle K, Azarita",516549,15757
"Circle K, 6th of October - Green Park",618678,15741
"Choice Market, New Semouha",764360,60723
"Chocowink,Masaken Sheraton - Saqr Qorish-Sheraton",681578,17661
"Chocolate Hub, El Rehab City 2",748437,54071
"Chocolate hub, El Rehab City",697115,19200
"Choco Lala, 6th of October - Eskan Gama'et El Qahera",787787,64481
"Cheese House, Heliopolis - Hegaz Square",784578,63971
"Cheese & Freeze market, Ta'wenyat El Sherka El Arabia",785537,64065
"Cheery And Sherif Pharmacy, Hadayek El Ahram - Area Z",777848,63326
"CHEERY & SHERIF Pharmacy, Hadayek El Ahram - Area B",748649,54990
"center mohammed elsaedy, Hay Thany Zagazig",784530,63927
"Celia, Nasr City - Abbas El Akkad",657384,15740
"Cedars Market,Semouha - Modereyt El Amn El Gadeda",690974,18736
"Cartoona Mart, Shobra - Gesr Shobra",781176,63620
"Carrot, Green Plaza",719494,33930
"Carrefour, Zizinia Mall - Haram",747583,53660
"Carrefour, Zahraa El Maadi - El Me'arag El Ouloy",740921,48664
"Carrefour, Vitali - New Cairo",743103,50099
"Carrefour, Tiba Mall - Nasr City",745257,51126
"Carrefour, Tanta",760556,60292
"Carrefour, Suez E18",783171,63733
"Carrefour, Silo - 15 May",745259,51158
"Carrefour, Shorouk - Sky Plaza",745258,51157
"Carrefour, Shokalany - Shobra",747585,53304
"Carrefour, Saraya Elkoba",747586,53264
"Carrefour, Port Fuad 750",777581,63131
"Carrefour, Obour Hyper Market",743106,50098
"Carrefour, Mokattam - El Nafora",745256,51156
"Carrefour, Mivida",760594,60295
"Carrefour, Mansoura",760555,60291
"Carrefour, Mahdy Arafa - Nasr City",745260,51125
"Carrefour, Madinaty - Buildings Area (B11)",740947,48665
"Carrefour, Ismalia",764776,60999
"Carrefour, HCC/ Hurghada",769114,61363
"Carrefour, El Golf Salah Salem",743104,50096
"Carrefour, Down Town - New Cairo",743105,50097
"Carrefour, City Center Almaza 267",785467,64100
"Carrefour, Beverly Hills",747592,54353
"Carrefour, Avenue - Rehab",745261,51155
"Carrefour, Alex Royal Plaza",750955,56743
"Carrefour, Alex City Light",750954,56742
Carrefour - Silo Wahat,747593,54458
"Capo, ElMashaya",608159,38878
"Candy Mix, El Sheikh Zayed - El Hay 2",781798,63596
"Candy Dandy, Hadayek El Ahram - Area HH",774518,62019
"Candy Club, Semouha - Victor Emanouil",740863,48423
"Cairo Pharmacy, Hadayek El Ahram - Area D",787904,64536
"Cairo Pharmacy, 6th of October - Lake Front",787906,64537
"Cairo Pharmacy, 6th of October - El Hay El Motamyez",787795,64526
"Cacao Chocolate , Fateh ST",679598,40498
"C006 - Oscar Grand Stores, Shiekh Zayed, 6th of October - Educational City",695383,19297
"C005 - Oscar Grand Stores, New Cairo, Tagammoa 5 - Waterway",695379,19224
"C004 - Oscar Grand Stores, Zahraa El Maadi - Ebad El Rahman",695384,19218
"C003 - Oscar Grand Stores, 26th of July Corridor, Zamalek - 26 July",695382,19291
"C.P.S Pharmacies , nasr city lobna",675715,23711
"C Store, Tagammoa 5 - Banafseg 1,2,3,4",755088,59181
"C Store, Tagammoa 5 - 90 St. Companies",790890,65084
"C Store, New Maadi - El Gazayeer",755089,59178
"C Store, Nasr City - El Tayaran",755090,59179
"C Store, Heliopolis - Triumph Square",754832,59177
"Buna Market, Nasr City - Hay El Sefarat",736583,45773
"Brand logy, El Mansoura University",707118,21789
"Brand & Gomla ,  Al Aswaq",756954,59887
"Borg Mosadaq Pharmacy, Dokki - Mosaddak",785407,64025
"Bonjour, Marina 5",613262,16878
"Bonjour, Maadi - New",673764,16874
"Bonjour, Maadi - Corniche",673756,16873
"Bonjour, Alamin",613261,16876
"Bonjour, 6 of October - 1st District",673766,16877
"Bonjour , El Obour - Gold Area",673754,16872
"Bonjour , Abou Rawash",673765,16875
Bonita Gallery For Perfumes And Cosmetics Trading,691327,18756
"BOM PETS & Clinic, Nasr City - Madinet El Waha",778240,63117
"Blue Pharmacies, El Shorouk - 1st Area",738831,47292
"Blue Pharmacies, BUE",738884,47291
"Blue Market, Madinet El Salam",785584,63979
"Blue Box, New Miami",783628,63793
"blue box, Haram - Tersa",769129,61345
"Bishoy Pharmacy, Hadayek El Ahram - Area D",778243,63120
"Biolife Mart, Nasr City - El Hadeeqa El Dawlia",664027,15737
"BIM,Manshyiet Elbakri E255",613018,15538
"BIM,Haram Zaghlol E153",613124,15540
"BIM,Elhegaz E032",613036,15543
"BIM,Â Shobra - Gesr Shobra 3 E186",612988,14834
"BIM,Â  El Nahas Street E312",613007,15519
"BIM, El Zaitoun, Hmamat El qobba E214",613089,15581
"BIM, Diamond Beach",613044,16153
"BIM, Zahraa Elmaadi, Maka St. E479",613086,15443
"BIM, Zahraa El Maadi E505",732072,43057
"BIM, Zahraa El Maadi - El Shatr El Sabe'a E483",696751,19166
"BIM, Zahraa El Maadi - Becho American E588",775863,62118
"BIM, Zahraa El Maadi - Becho American E0",719523,40207
"BIM, Zahraa El Maadi - Ashgar Darna E481",696816,19181
"BIM, Zahraa El Maadi - Al Hay Al Italy E444",704641,20562
"BIM, Zagazig University",779640,63348
"BIM, Yalbugha - Shubra E463",749962,55154
"BIM, WADI HOUF/HELWAN/CAIRO E430",696750,19182
"BIM, Wadi Houf E439",735001,44551
"BIM, Wadi Degla Club E486",747326,52805
"BIM, Villat Area E201,Villas - Banha",636266,15549
"BIM, Victor Emanouil E459",710502,24300
"BIM, Trabolis, Nasr City - Abbas El Akkad  E413",688882,18526
"BIM, Tiba E493",722558,37689
"BIM, Tanta Qism 2 E275",737591,46585
"BIM, Talkha E288,Abou Bakr El-Sedeek - Talkha",639706,15552
"BIM, Talaat Harb St ,Tala'at Harab E304",636265,15554
"BIM, Takseem Al Awkaaf - Hadayek El Kobba E083",613075,15557
"BIM, Tagammoa 5 - Banafseg 9,10,11,12",771787,61556
"BIM, Suez E516",732073,43059
"BIM, Suez E501",732074,43058
"BIM, Suez - El Arba'ain E341",613084,15559
"BIM, Suez - Al Herafyeen E357",613083,15561
"Bim, Street 304 - Maadi E555",749958,55153
"BIM, Stella Marina E582",613116,16151
"BIM, Stadium Area E455",712831,26765
"BIM, Sidi Gaber E309",625468,15562
"BIM, Sidi Besher Bahary E398",613060,15563
"BIM, Sidi AlGhareib Mosque1 E295",613064,15564
"BIM, Shorouk - Golden Mall E489",721623,36368
"BIM, Shobra - Rod El Farg E162",612976,15565
"BIM, Shobra - Massara E513",729297,42253
"BIM, Shobra - Masara E175",612978,15569
"BIM, Shobra - Gesr Shobra E274",612992,15591
"BIM, Shobra - Gesr 2 E171",612980,15594
"BIM, Shebeen  Street E128",613112,15599
"BIM, Sharq El Zagazig El Taa`limya - AlHenawy E440",702047,19921
"BIM, Shahin E087",705250,20788
"BIM, Shabab El Mosalas",613012,16152
"BIM, Saray Elqobba E271",613040,15600
"BIM, Sahafa, El Obour - El Hay 9 E397",688883,18523
"BIM, ROSANA, Nasr City - Zahraa E408",688890,18527
"BIM, Rod El Farg E147",613069,15601
"BIM, Robben E556",613059,16203
"BIM, Plaza, Mokattam - Al Baron Street E416",688893,18528
"BIM, Orouba E169",613123,15602
"BIM, Omraniya sidi ammar E199",613032,15603
"BIM, Omraniya E259",613016,15604
"BIM, Om Elqura E239",613091,15605
"BIM, Okasha - Mohandessein E261",753220,57456
"BIM, Obour E530",739407,47660
"BIM, Obour - Al Kholfaa E515",729296,42250
"BIM, New Nozha E423",696749,19167
"BIM, New Maadi, Degla E475",613081,15606
"BIM, Nawal St  E145",613078,15607
"BIM, Nasr City, madinet El waha E265",613058,15608
"BIM, Nasr City, Hassan El Ma`moun E240",613090,14458
"BIM, Nasr City, El Hadeeqa El Dawlia E091",613071,14777
"BIM, Nasr City E534",739401,47661
"BIM, Nasr City E533",739408,47662
"BIM, Nasr City E223",737590,46582
"BIM, Nasr City - Mohamed Elnady E064",613097,15612
"BIM, Nasr City - Makram Ebeid E248",613082,15647
"BIM, Nasr City - Madinet El Waha, E601",782032,65202
"BIM, Nasr City - Hay El Sefarat E442",704196,20165
"BIM, Nasr City - Hay 8 Hassan E383",613095,14835
"BIM, Nasr City - Hay 8 E006",613027,15646
"BIM, Nasr City - Hay 10E108",613109,15645
"BIM, Nasr City - Hay 10",613107,16156
"BIM, Nasr City - Hassan El Ma'moun E443",704640,20528
"BIM, Nasr City - Gaber Ebn Hian E023",613021,15448
"BIM, Nasr City - Elmorshed E373",613062,15450
"BIM, Nasr City - El Tayaran E334",613039,15643
"BIM, Nasr City - El Serag Mall E073",613074,15642
"BIM, Nasr City - El Hadeeqa El Dawlia E389",613035,15641
"BIM, Nasr City - Ahmed Fakhry,Nasr City - Ahmed Fakhry E057",613029,15640
"BIM, Nasr City - Abo Elfawares E466",721626,36369
"BIM, Nasr City - Abbas El Akkad E350",613127,15638
"BIM, Nabil taha - Faisal E547",747327,52806
"BIM, Montazah Amr Ebn Elaas E287",613041,15637
"BIM, Mokattam2 - El MafarikE034",613111,15636
"BIM, Mokattam - Qatameya Elforsan E346",613061,14776
"BIM, Mokattam - El Nafora Square,Ard El Golf E374",613054,14850
"BIM, Mokattam - El Nafora Square E594",779191,63239
"BIM, Mokattam - El Hadba El Wosta,Mokattam -Nafoura Square E349",613104,14849
"BIM, Mokattam - El Hadba El Wosta E451",712221,26506
"BIM, Mokattam - El Forsan E346",729295,42255
"BIM, Mokattam - Easy Sport Club E436",700478,19719
"BIM, Mokattam - Albaraka E468",721622,36370
"Bim, Mokattam - Al Asmarat",772185,61560
"BIM, Mokattam - Academy E496",729298,42251
"BIM, Moheb E298",639703,15634
"BIM, Moharam Bek - Green E387",613022,15633
"BIM, Mohandiseen E205",613063,15632
"BIM, Mohandesin - Mit Okba E228",612999,15631
"BIM, Mohandesin - Lebanon Square E235",612995,15630
"BIM, Mohandesin - Jazerat El Arab E595",775862,62116
"BIM, Miami - St Mark Church E313",775856,62114
"BIM, Mercado - Shorouk E560",749961,55152
"BIM, Menoufeya, Stadium St,E446",705885,20935
"BIM, Mellaha - Suez E517",737588,46586
"BIM, Masaken Sheraton - Saqr Qorish E021",613025,15628
"BIM, Mariyoteia E464",722562,37690
"Bim, Manshyat Tahrir E076",710744,24488
"BIM, Mandara Qebly E281",613093,15627
"BIM, Madinuh eamir E578",671020,60827
"BIM, Maasara E429",739403,47655
"BIM, Maadi Sarayat Mohamed Farid E316",613105,15626
"BIM, Maadi Old E473",613070,14457
"BIM, Maadi E506",732071,43056
"BIM, Maadi Arab E474",613113,15625
"BIM, M.ELNADY / N.CITY / CAIRO - E064, Nasr City - Abo Dawoud El Zahery 2",700273,19688
"BIM, Lotfy Hassona E393",625474,15624
"BIM, Kssim Basha - Ain SHams E004",747329,52811
"BIM, Kilo 21 E326",742148,49007
"BIM, Khaled Ben Walid / ALEX E280",704804,20741
"BIM, Kafr Tahermes E279",769262,61185
"BIM, Kafr El Sheikh",762516,60517
"BIM, Kafr El Gazzar E432",696946,19184
"BIM, kafar bataa - Banha E197",749959,55151
"BIM, Kaabesh E206",613038,15623
"BIM, Ismailia El Souq El Togary E139",613023,15622
"BIM, International school - Mokattam E514",731175,42836
"BIM, Helwan,Helwan",613030,15205
"BIM, Helwan Elbalad 3 E435",700728,19794
"BIM, Helwan E519",735002,44552
"BIM, Helwan E424",613132,14368
"BIM, Heliopolis - Triumph Square E433",698157,19340
"BIM, Heliopolis - Mahkama Square E026",613101,15518
"BIM, Heliopolis - El Khalifa El Maa'moun, E600",782043,65203
"BIM, Heliopolis - El Khalifa El Maa'moun E540",742215,49009
"BIM, Hay Thany Zagazig,Abdel Aziz Ali E112",613072,16072
"BIM, Hay El Salam Hoda ShaarawyE103",613108,15620
"BIM, Hay El Salam E140",613053,15619
"BIM, Hay Al Zohour / Zagazig - E221",701216,52812
"BIM, Hay 2, Tanta E507",737592,46584
"BIM, Hassan Radwan E276",612993,15453
"BIM, Harih - Kafr El Sheikh E558",759716,60200
"BIM, Haram E192",613055,15617
"BIM, Haram E182",613067,15616
"BIM, HARAM E180",734999,44549
"BIM, Haram - Talbiya E207",613001,15615
"BIM, Haram - Omraniya Gharbeya E591",775857,62117
"BIM, Haram - Giza Hospital E336",612996,15614
"BIM, Haram - Europe Hotel E150",612979,15613
"BIM, Haram - El Ta'awun E246",775858,62113
"BIM, Haram - El Remaya E191",613009,15455
"BIM, Haram - El Ahram E148",612985,15354
"BIM, Hanouvil E307",613010,15597
"BIM, Hai elgamaa - Mansoura E499",737587,46580
"BIM, Hadayiq Aljaysh E581",769267,61187
"BIM, Hadayeq El maadi - Elslaam ST E480",613077,15596
"BIM, HADAYEK HELWAN E428",735000,44550
"BIM, Hadayek El Qobba,Misr w Elsudan E047",613103,15595
"BIM, Hadayek El Qobba E121",613073,15593
"BIM, Hadayek El Qobba E061",613099,15592
"BIM, Hadayek El Qobba Dowidar E051",613102,15590
"BIM, Hadayek El Qobba Assem St E042",613100,14851
"BIM, Hadayek EL Gana, Hadayek El Ahram - Area A, E420",700285,19777
"BIM, Hadayek El Ahram, Area ح E388",613042,15451
"BIM, Hadayek El Ahram E569",759717,60202
"BIM, Hadayek El Ahram E518",732069,43054
"BIM, Hadayek el ahram area و E359",625471,15589
"BIM, hadayek el Ahram Area Ø² E355",625469,15588
"BIM, Hadayek El Ahram - Area N E371",613002,15460
"BIM, Habeb, El Obour - El Hay 5 E403",688889,18524
"BIM, Goal Gamal E454",735004,44553
"BIM, Giza,Hamdan E146",613092,15587
"BIM, Giza Ezz Eldin Omar E165",613019,15586
"BIM, Giza - Giza Square E233",612990,15585
"BIM, Giza - El Omraneya El Gharbeya E161",612987,15584
"BIM, Giza - El Bahr El Azzam E177",612983,15461
"BIM, Gesr Elbahr E174",735003,44558
"BIM, Gazeeret Badran, shobra - Souk Rod El Farg E179",688885,18519
"BIM, Gardinia 2, Hadayek El Ahram - Area  E410",688892,18531
"BIM, Gardenia E376",769268,61186
"BIM, Gamal Noah E525",735021,44548
"BIM, FUTURE, El Shorouk - 7th District  E392",688888,18525
"BIM, Fifth District - Obour E535",747328,52810
"BIM, fasial E159",613088,15583
"BIM, Fareed Nada, Estad Banha E338",688884,18521
"BIM, Fareed Nada, 6th of October - 1st District E415",688887,18517
"BIM, Family Walk - October E556",749960,55149
"BIM, Faisal E317",739400,47659
"BIM, Faisal , Manshiya E208",613126,15582
"BIM, Faisal - El Matba'a E217",705247,20787
"BIM, Faisal - El Matba`a E187",612981,15457
"BIM, Ezbet El Shal E458",719522,34883
"BIM, Erfan E343",724604,39240
"BIM, El-Shaheed Station",742217,49012
"BIM, El Zohour E137",613096,15456
"BIM, El Zaitoun - Tereet Elgabal E027",613098,15580
"BIM, El Zaitoun - Al Sharqeya E078",613114,15579
"BIM, El Zaitoun - Al Qebleya,Ard El Golf E286",613068,14838
"BIM, EL WAFAA WA EL AMAL E584",769272,61184
"BIM, El Taeaf E404",612997,15578
"BIM, El Shohada - Ismailia E285",613043,15577
"BIM, El Sheikh Zayed - El Hay 11 E224",613000,15462
"BIM, El Sheikh Zayed - El Hay 1 E495",724603,39243
"BIM, El Seyouf E283",612994,15576
"BIM, El Sananya - Damitta E550",747322,52815
"BIM, EL Rehab 2 E414",688891,18529
"BIM, El Rawda",742216,49011
"BIM, EL RASHAD ST. , MATARIYA , Cairo E050",737585,46577
"BIM, El Rahma E116,Al Kawmeya - Zagazig",639700,14847
